OverallRating,ReviewHeader,TypeOfTraveller,SeatType,DateFlown,SeatComfort,CabinStaffService,GroundService,Aircraft,Food&Beverages,Departure,Destination
6.9,"""seat is quite comfortable.""",Family Leisure,Economy Class,Jul,4.0,3.0,2.0,Boeing 777-300 ER,3.0,Hong Kong,London
2.9,"""What a useless organisation""",Business,Premium Economy,Jul,3.0,4.0,1.0,Boeing 777-300 ER,4.0,Heathrow,Las Vegas
2.7,"""are staff preparing to go on strike""",Solo Leisure,Business Class,Jul,2.0,1.0,3.0,A320,1.0,Heathrow,Malaga
5.9,"""777 aircraft is looking old""",Business,Economy Class,Jun,1.0,1.0,3.0,B777-200,3.0,London,Delhi
5.4,"""Thank you so much!""",Solo Leisure,Economy Class,Jul,4.0,5.0,5.0,Boeing 747,3.0,Seattle,London
1.4,"""Noisy cabin, tiny screens""",Family Leisure,Economy Class,Jul,1.0,3.0,3.0,Boeing 747-400,1.0,Heathrow,Austin
8.5,"""flight has improved my opinion on British Airways""",Family Leisure,Economy Class,Jul,4.0,5.0,5.0,Boeing 737-800,5.0,Johannesburg,Cape Town
5.9,"""seat comfort has been sacrificed""",Family Leisure,Economy Class,Jul,1.0,4.0,4.0,Boeing 777-200,3.0,Grenada,Gatwick
10.0,"""professional and very friendly""",Solo Leisure,Premium Economy,Jul,5.0,5.0,5.0,Boeing 777,3.0,London,Dubai
8.9,"""staff were helpful and friendly""",Family Leisure,Economy Class,Jul,4.0,5.0,4.0,A380,4.0,Tel Aviv,London
8.8,"""team was very friendly""",Solo Leisure,Business Class,Jun,3.0,4.0,4.0,A320,4.0,Brussels,London
2.5,"""The meal was inedible""",Couple Leisure,Business Class,Jul,2.0,1.0,3.0,A320,1.0,Stockholm,London
1.9,"""no apologies from the staff""",Business,Business Class,Jul,2.0,1.0,1.0,A380-800,3.0,Toronto,London
7.4,"""don't waste your money on an overnight flight""",Family Leisure,Premium Economy,Jul,3.0,4.0,3.0,Boeing 737,1.0,Orlando,London
1.6,"""Meal service had no choice""",Couple Leisure,Business Class,Jul,1.0,1.0,2.0,A320,1.0,Lisbon,London
0.6,"""changed to late evening arrival""",Solo Leisure,Economy Class,Sep,1.0,1.0,1.0,A320,1.0,Heathrow,Marseille
1.5,"""Complete confusion""",Couple Leisure,Economy Class,Jul,2.0,1.0,2.0,Boeing 747-400,1.0,London,Olbia
2.2,"""I asked to be put in a hotel""",Solo Leisure,Economy Class,Jul,3.0,4.0,1.0,A320-200,3.0,Rotterdam,London
2.4,"""last we saw of the crew for 4 hours""",Couple Leisure,Economy Class,Jul,3.0,1.0,3.0,B777-200,1.0,Barbados,Gatwick
10.0,"""outstanding courtesy and service""",Solo Leisure,Economy Class,Jun,5.0,5.0,5.0,A380,5.0,Heathrow,Singapore
0.9,"""last ever trip on BA""",Business,Economy Class,Jun,1.0,1.0,1.0,A321,1.0,Madrid,Heathrow
9.4,"""went above and beyond for me""",Solo Leisure,Economy Class,Jun,4.0,5.0,4.0,A319,5.0,Heathrow,Oslo
1.0,"""delayed by over 3hrs""",Business,Economy Class,Jun,1.0,2.0,1.0,A319,2.0,Hamburg,Heathrow
6.5,"""a positive experience""",Solo Leisure,Economy Class,Jun,3.0,3.0,3.0,Boeing 777-200,3.0,New York,London
10.0,"""staff went above and beyond""",Family Leisure,Economy Class,Jun,5.0,5.0,5.0,A321,5.0,Heathrow,New York 
10.0,"""10/10 for this flight""",Family Leisure,Business Class,Jun,4.0,5.0,3.0,Boeing 777-200,5.0,Gatwick,Bermuda
9.6,"""a very enjoyable trip""",Couple Leisure,Business Class,Jun,4.0,5.0,5.0,A320,5.0,Heathrow,Larnaca
5.1,"""Outbound flight was fine""",Couple Leisure,Economy Class,Jun,3.0,2.0,4.0,A320-200,1.0,Gatwick,Cagliari
7.6,"""all in all decent flights""",Couple Leisure,Economy Class,Jun,5.0,4.0,3.0,A320,3.0,Heathrow,Kalamata
5.0,"""the cabin crew were great""",Business,Economy Class,Jun,1.0,4.0,4.0,A321 Neo,2.0,Istanbul,London
4.2,"""return flight was very cold""",Family Leisure,Economy Class,Oct,2.0,2.0,3.0,A321,2.0,Manchester,London
6.3,"""Crew was pretty average""",Solo Leisure,Economy Class,Jan,3.0,3.0,5.0,A350,3.0,London,Dusseldorf
0.5,"""certainly one of the worst""",Solo Leisure,Business Class,Jun,1.0,1.0,1.0,Boeing 787,2.0,London,Seoul 
7.6,"""more cramped than I expected""",Solo Leisure,Economy Class,Jun,2.0,4.0,3.0,A380,4.0,London,Vancouver
3.6,"""ready with another ticket""",Solo Leisure,Economy Class,Jun,2.0,2.0,1.0,A380-800,2.0,Newcastle,London
0.4,"""Not worth the money""",Business,Business Class,Jun,1.0,3.0,2.0,Boeing 747,3.0,Miami,Heathrow
2.5,"""So much for British Airways""",Solo Leisure,Economy Class,Jun,3.0,3.0,1.0,Boeing 747,1.0,London,Singapore
3.6,"""cramped seat with no lights""",Couple Leisure,Economy Class,May,1.0,3.0,4.0,A350,1.0,Phoenix,London
2.8,"""special meal not on either flight""",Solo Leisure,Economy Class,Jun,3.0,4.0,3.0,Boeing 777,1.0,Tel Aviv,London
5.3,"""I might fly them again""",Solo Leisure,Economy Class,Apr,3.0,4.0,3.0,A319,2.0,Belfast ,London
0.1,"""my luggage arrived soaking wet""",Business,Business Class,May,1.0,1.0,1.0,Boeing 787-9,1.0,London,Nashville
9.1,"""high level of service and friendliness""",Solo Leisure,First Class,Jun,5.0,5.0,5.0,B747-400 in retro,5.0,London,Washington DC
0.1,"""wanted to return a day early""",Couple Leisure,Economy Class,May,1.0,1.0,1.0,A319,1.0,London,Tampa
5.3,"""asked me to keep my luggage down""",Business,Economy Class,Jun,4.0,3.0,3.0,A320-200,4.0,London,Bengaluru
7.5,"""first class experience""",Couple Leisure,First Class,May,4.0,5.0,4.0,Boeing 777-200,4.0,London,Delhi
10.0,"""service went from good to superb""",Couple Leisure,Economy Class,May,4.0,5.0,5.0,Boeing 747,4.0,London,Seattle
5.3,"""trying to seat together""",Couple Leisure,Economy Class,May,3.0,4.0,4.0,Boeing 747,3.0,Johannesburg,London
8.7,"""couple of very good flights""",Business,Economy Class,May,3.0,5.0,4.0,A319,3.0,London,Milan
9.2,"""service on this flight was superb""",Couple Leisure,Business Class,May,4.0,5.0,5.0,B737-400,5.0,Durban,Johannesburg
9.2,"""Very nice experience""",Couple Leisure,Business Class,May,4.0,5.0,5.0,Boeing 787,5.0,Heathrow,Los Angeles
6.2,"""an old style business class experience""",Couple Leisure,Business Class,May,3.0,4.0,4.0,Boeing 744,4.0,Cape Town,Heathrow
0.4,"""The legroom was terrible""",Business,Economy Class,May,1.0,1.0,1.0,A321,1.0,Sofia,London
5.6,"""seat was uncomfortable""",Couple Leisure,Economy Class,May,2.0,4.0,4.0,Boeing 777-200,4.0,Lima,Gatwick
3.4,"""comfort was very bad""",Solo Leisure,Economy Class,May,1.0,5.0,4.0,Boeing 747-400,4.0,Inverness,Singapore
4.3,"""expected a better level of attention to detail""",Solo Leisure,Business Class,May,3.0,3.0,3.0,A321 Neo,2.0,Heathrow,Singapore
4.0,"""an hour or so to drop off luggage""",Business,Economy Class,May,4.0,3.0,1.0,Boeing 777-300,2.0,Lyon,London
3.4,"""return flight extremely poor""",Couple Leisure,Economy Class,May,3.0,1.0,3.0,Boeing 777-200,2.0,Gatwick,Barbados
3.3,"""should not have to pay water """,Couple Leisure,Economy Class,May,3.0,1.0,1.0,Boeing 777-300 ER,3.0,Marseille,London
9.4,"""crew were very efficient""",Family Leisure,Business Class,May,4.0,5.0,5.0,Boeing 777-300,5.0,London,Chennai
8.4,"""Overall a decent flight""",Solo Leisure,Economy Class,May,5.0,5.0,4.0,A320,4.0,Gatwick,Malaga
5.1,"""Was very comfortable""",Solo Leisure,Economy Class,May,4.0,4.0,4.0,A380,3.0,Boston,Heathrow
7.4,"""a pretty good flight""",Couple Leisure,First Class,May,4.0,4.0,3.0,Boeing 747-400,4.0,London,Cape Town
8.0,"""the excellent cabin crew""",Couple Leisure,Economy Class,May,3.0,5.0,2.0,Boeing 747-400,3.0,New York,Heathrow 
0.1,"""was very disappointed""",Couple Leisure,Premium Economy,Mar,1.0,1.0,1.0,Boeing 777-300,1.0,London,Shanghai
2.2,"""baggage is always last off""",Business,Business Class,May,3.0,4.0,1.0,A320,4.0,Faro,Heathrow
9.7,"""BA were way ahead of the competition""",Couple Leisure,Economy Class,May,4.0,5.0,4.0,A380,4.0,Vancouver,London
1.5,"""four rows away from my partner""",Couple Leisure,Business Class,May,1.0,4.0,1.0,Boeing 787,1.0,Gatwick,Tenerife
7.5,"""nothing too much trouble""",Business,First Class,May,4.0,4.0,3.0,Boeing 747-400,4.0,Washington DC,London
10.0,"""pleasant and professional""",Solo Leisure,Economy Class,May,5.0,5.0,5.0,Embraer,5.0,Rome Fiumicino,London
1.7,"""disappointing business class""",Business,Business Class,Apr,2.0,1.0,3.0,Boeing 777-200,1.0,London,Shanghai
1.6,"""customer service is horrible""",Couple Leisure,Economy Class,May,3.0,5.0,1.0,A321,2.0,Seattle,London
8.7,"""Thanks to the crew""",Business,Economy Class,Apr,5.0,5.0,4.0,Boeing 787-8,5.0,London,Zurich
10.0,"""impeccable, attentive and delightful""",Solo Leisure,Business Class,Dec,5.0,5.0,1.0,Boeing 787,5.0,London,Calgary
9.3,"""staff were absolutely delightful""",Couple Leisure,Business Class,Apr,5.0,5.0,5.0,Boeing 747,5.0,Vancouver,London
8.2,"""Perfect welcome""",Couple Leisure,Business Class,Apr,4.0,5.0,4.0,Boeing 787-8,4.0,Miami,Heathrow
2.3,"""appears it was a window""",Solo Leisure,Economy Class,Apr,2.0,1.0,2.0,Boeing 747,1.0,Houston,Heathrow
3.7,"""worst business class trip""",Business,Business Class,Apr,2.0,2.0,3.0,Boeing 747-400,2.0,London,Delhi
9.0,"""found the crew very friendly""",Couple Leisure,Economy Class,Apr,3.0,5.0,5.0,Boeing 777-200,4.0,Heathrow,Bengaluru
7.7,"""a very good overall service""",Solo Leisure,Economy Class,Apr,4.0,3.0,4.0,A319,1.0,Dublin,Heathrow
3.1,"""the product is outdated""",Business,Business Class,Apr,4.0,2.0,3.0,Boeing 747-400,3.0,London,Seattle
10.0,"""Flight was good""",Family Leisure,Business Class,Apr,4.0,5.0,4.0,A320,5.0,London,Gibraltar
4.5,"""Not good for business""",Business,Business Class,Mar,2.0,3.0,4.0,Boeing 747,4.0,London,Boston
6.4,"""behind the competition""",Family Leisure,Business Class,Apr,3.0,4.0,5.0,Boeing 787-9,3.0,London,Doha
9.1,"""staff exceptionally friendly""",Couple Leisure,Economy Class,Apr,5.0,5.0,4.0,Boeing 747,5.0,Heathrow,Houston
1.0,"""personal space is so tight""",Business,Business Class,Mar,1.0,4.0,3.0,A320,4.0,Larnaca,London
4.2,"""arrived reasonably promptly""",Solo Leisure,Economy Class,Apr,4.0,1.0,3.0,Boeing 747,1.0,Zurich,London
5.6,"""very professional and pleasant""",Solo Leisure,Economy Class,Apr,5.0,4.0,3.0,Boeing 767,2.0,London,Pisa
10.0,"""a fantastic flight""",Couple Leisure,First Class,Nov,5.0,5.0,5.0,Boeing 787-9,5.0,London,Tokyo Narita
3.4,"""onboard service was abysmal""",Couple Leisure,Business Class,Mar,4.0,1.0,4.0,Boeing 747-400,2.0,Bridgetown,Gatwick
1.3,"""both involuntarily downgraded""",Couple Leisure,Economy Class,Apr,1.0,2.0,1.0,777,1.0,St Lucia,Gatwick
0.8,"""had to have a middle seat""",Solo Leisure,Economy Class,Apr,1.0,1.0,1.0,A380,1.0,Chicago,London
1.8,"""food portions so meagre""",Family Leisure,Economy Class,Sep,3.0,1.0,2.0,Boeing 777-200ER,1.0,London,Bangalore
2.4,"""Seats very uncomfortable""",Solo Leisure,Economy Class,Apr,1.0,3.0,3.0,A320,2.0,Hamburg,Heathrow
6.2,"""nothing has changed""",Family Leisure,Business Class,Mar,5.0,4.0,4.0,Boeing 787-9,2.0,Doha,London
9.9,"""best short haul flight""",Couple Leisure,Business Class,Mar,3.0,5.0,4.0,A320 Neo,5.0,Madrid,London
2.2,"""Very, very mediocre""",Couple Leisure,Economy Class,Mar,2.0,3.0,3.0,A320-200,1.0,Tokyo,London
6.6,"""The crew were excellent""",Solo Leisure,Economy Class,Mar,3.0,5.0,4.0,Boeing 747-400,4.0,London,Vancouver 
7.4,"""Service on board was excellent""",Solo Leisure,First Class,Mar,4.0,5.0,4.0,Boeing 777,2.0,London,Mumbai 
2.8,"""special meal was not available""",Business,First Class,Mar,2.0,2.0,2.0,Boeing 777,1.0,London,Chicago 
5.8,"""my question never answered""",Solo Leisure,Economy Class,Sep,3.0,5.0,5.0,Boeing 787-9,3.0,Leeds Bradford,Heathrow
0.7,"""the worst experience""",Solo Leisure,First Class,Mar,2.0,1.0,3.0,A350,3.0,Dallas,Heathrow
2.6,"""Effectively a budget airline""",Couple Leisure,Economy Class,Mar,1.0,4.0,2.0,A320-200,1.0,Tenerife,Heathrow
0.0,"""such a poor product""",Business,Economy Class,Mar,2.0,3.0,1.0,A320,1.0,Heathrow,Larnaca Cyprus
8.1,"""a good product and service""",Couple Leisure,Business Class,Mar,4.0,5.0,4.0,Boeing 787,5.0,Los Angeles,London
2.1,"""missed my connecting flight""",Solo Leisure,Economy Class,Mar,2.0,5.0,1.0,Boeing 747-400,5.0,London,Phoenix
8.6,"""online website is very clear""",Solo Leisure,Economy Class,Mar,5.0,4.0,5.0,A321,1.0,Rome,London
1.6,"""won't reimburse me""",Couple Leisure,Economy Class,Mar,2.0,2.0,1.0,Boeing 777,2.0,Tampa,Gatwick
1.7,"""effectively a low cost airline""",Couple Leisure,Business Class,Feb,2.0,1.0,3.0,Boeing 777,1.0,Gatwick,St Lucia
9.9,"""a very pleasant flight""",Business,Economy Class,Feb,4.0,5.0,5.0,Boeing 777,3.0,London,Austin
5.0,"""The most miserable rip off""",Family Leisure,Business Class,Mar,1.0,4.0,3.0,A320,2.0,London,Pisa
3.8,"""planes are ancient""",Couple Leisure,Economy Class,Mar,1.0,2.0,1.0,B777,1.0,Edinburgh,London
3.2,"""British Airways are a disgrace""",Couple Leisure,Economy Class,Feb,1.0,3.0,2.0,Boeing 777,2.0,Gatwick,Mauritius
10.0,"""crew on this flight amazing""",Family Leisure,Economy Class,Feb,4.0,5.0,5.0,A320,5.0,Heathrow,New York
1.2,"""Last long haul BA flight""",Solo Leisure,Economy Class,Feb,1.0,4.0,4.0,Boeing 767,1.0,Gatwick,Cape Town
2.9,"""business class is just coach class""",Business,Business Class,Feb,1.0,2.0,1.0,Boeing 777-200ER,1.0,New York,London
0.0,"""out of date airplanes""",Business,Business Class,Feb,1.0,1.0,1.0,B747-400,1.0,Chicago,Heathrow
1.1,"""twenty years out of date""",Business,First Class,Feb,1.0,2.0,1.0,Boeing 747-400,1.0,London,Chicago
1.3,"""no pre-dinner drinks served""",Business,Business Class,Dec,2.0,1.0,4.0,A380,1.0,London,Johannesburg
5.8,"""the breakfast has improved""",Business,Economy Class,Feb,3.0,3.0,3.0,Boeing 787-9,3.0,Doha,Heathrow
9.1,"""knowledgeable and nice agent""",Solo Leisure,Premium Economy,Oct,5.0,5.0,5.0,Boeing 787-9,5.0,Miami,London
7.1,"""worth the price""",Business,Premium Economy,Feb,5.0,4.0,2.0,Boeing 787-9,3.0,London,Seoul
10.0,"""this was a good flight""",Family Leisure,Premium Economy,Feb,4.0,5.0,5.0,Boeing 747-400,4.0,London,New York
5.7,"""negligent in the extreme""",Couple Leisure,Business Class,Feb,4.0,1.0,4.0,Boeing 747-400,2.0,San Diego,London
7.1,"""Much improved, well done""",Business,Business Class,Feb,4.0,4.0,3.0,Boeing 777,4.0,Gatwick,St Lucia
9.3,"""crew were very friendly""",Solo Leisure,Economy Class,Mar,5.0,5.0,5.0,Boeing 777-200,5.0,London,Chennai
3.1,"""pay BA to check the new bag""",Business,Economy Class,Jan,4.0,4.0,1.0,Boeing 777-200ER,4.0,London,Tampa
2.3,"""would be my last choice""",Couple Leisure,Economy Class,Feb,1.0,1.0,2.0,Boeing 787,1.0,Baltimore,Heathrow
3.4,"""is not worth the fare""",Solo Leisure,First Class,Nov,2.0,4.0,3.0,A321,3.0,Bridgetown,Gatwick
1.8,"""IT systems went down""",Couple Leisure,Economy Class,Dec,3.0,5.0,1.0,A320,1.0,London,Athens
1.6,"""overall experience was terrible""",Solo Leisure,Economy Class,Feb,2.0,1.0,2.0,Boeing 787-8,1.0,Amsterdam,London
9.2,"""an amazing experience""",Couple Leisure,Premium Economy,Sep,5.0,4.0,4.0,Boeing 787,5.0,New Orleans,London
6.4,"""both felt a bit disappointed""",Couple Leisure,Business Class,Jan,4.0,3.0,5.0,Boeing 787-9,5.0,Tokyo Narita,Heathrow
9.4,"""cabin staff were fantastic""",Couple Leisure,First Class,Jan,5.0,5.0,5.0,Boeing 777,5.0,London,Tokyo Haneda
1.5,"""Online Check-in did not work""",Business,Premium Economy,Feb,3.0,3.0,1.0,Boeing 787-9,3.0,San Diego,London
1.6,"""don't care about customers""",Business,Business Class,Feb,2.0,3.0,1.0,A320,1.0,Geneva,London
7.2,"""Quick and easy flight""",Family Leisure,Economy Class,Nov,3.0,4.0,4.0,A320,4.0,Heathrow,Paris
6.3,"""an average experience""",Family Leisure,Business Class,Feb,3.0,3.0,3.0,A380,3.0,Johannesburg,London
0.0,"crew were extremely noisy""",Solo Leisure,Economy Class,Feb,3.0,1.0,1.0,A321,3.0,Edinburgh,Heathrow
5.0,"""don't include drinks or snacks""",Solo Leisure,Economy Class,Mar,3.0,3.0,4.0,A380,2.0,Berlin,London
6.9,"""extremely average flight""",Family Leisure,Economy Class,Aug,3.0,4.0,3.0,Boeing 777,3.0,New York,Heathrow
3.4,"""now struggle to see the value""",Business,Economy Class,Nov,3.0,4.0,4.0,Boeing 777,2.0,London,Milan 
1.6,British Airways customer review,Couple Leisure,Economy Class,Jan,2.0,1.0,4.0,A380,4.0,New York,Geneva
5.5,"""reasonable flight""",Couple Leisure,First Class,Jan,4.0,3.0,3.0,A380,3.0,Johannesburg,London
7.1,"""it's showing its age""",Couple Leisure,Business Class,Jan,3.0,4.0,3.0,A380,4.0,London,Johannesburg 
8.4,"""Crew on this sector were good""",Family Leisure,Business Class,Jan,4.0,5.0,4.0,A380,4.0,London,Johannesburg
8.3,"""Excellent short flight""",Business,Business Class,Jan,5.0,5.0,2.0,A320,5.0,London,Dublin
1.8,"""a worn-out Boeing 777""",Couple Leisure,Premium Economy,Jan,1.0,1.0,3.0,Boeing 777,1.0,Bermuda,Gatwick
1.5,"""business class seats were small""",Business,Business Class,Jan,2.0,2.0,2.0,A320,1.0,Kuala Lumpur,London
1.4,"""breakfast served was terrible""",Solo Leisure,Premium Economy,Jan,3.0,4.0,3.0,A380,1.0,Miami,London
3.9,"""bothered by the adjacent toilets""
",Couple Leisure,Premium Economy,Jan,1.0,2.0,4.0,Boeing 777-200,2.0,Antigua,Gatwick
1.4,"""they assigned me a middle seat""",Solo Leisure,Economy Class,Jan,1.0,5.0,5.0,Boeing 787,2.0,Bucharest,Heathrow
2.4,"""Worst long haul business class""",Business,Business Class,Jan,1.0,2.0,3.0,Boeing 747,1.0,London,Miami
6.2,""" a few more inches leg room""",Business,Premium Economy,Jun,3.0,3.0,4.0,Boeing 787 Dreamliner,3.0,London,Calgary
5.0,"""well turned out staff""",Business,Premium Economy,Jun,3.0,4.0,3.0,Boeing 787,3.0,Calgary,London
2.3,"""extremely run down and shabby""",Business,Premium Economy,Jan,2.0,2.0,2.0,Boeing 777-200,2.0,Bangalore,London
0.4,"""offered me no compensation""",Solo Leisure,Economy Class,Nov,2.0,2.0,1.0,Boeing 767,1.0,Barcelona,London
2.1,"""Charging to choose seats""",Solo Leisure,Economy Class,Dec,2.0,3.0,3.0,Boeing 787-9,3.0,Gatwick,Fort Lauderdale
9.7,"""had a great experience""",Couple Leisure,Economy Class,Oct,5.0,5.0,5.0,A321,4.0,Venice,London
0.8,"""Cramped uncomfortable seats""",Couple Leisure,Economy Class,Jan,1.0,1.0,1.0,777,1.0,San Francisco,London
3.1,"""seats booked not given""",Solo Leisure,Economy Class,Oct,4.0,4.0,4.0,Boeing 747,3.0,Heathrow,Vancouver
4.0,"""seats have so little cushion""",Solo Leisure,Economy Class,Jan,1.0,4.0,5.0,A320,1.0,London,Bucharest
6.5,"""dedicated and very professional""",Couple Leisure,Economy Class,Dec,1.0,5.0,4.0,Boeing 777-200,4.0,London,Boston
4.1,"""meal was restaurant quality""",Couple Leisure,Economy Class,Dec,2.0,3.0,4.0,Boeing 747-400,5.0,Boston,London
9.7,"""Thank you British Airways""",Couple Leisure,Economy Class,Jan,5.0,5.0,5.0,A380,5.0,London,Johannesburg
7.8,"""offer some additional comfort""",Solo Leisure,Premium Economy,Dec,4.0,4.0,4.0,Boeing 787-9,4.0,Newark,London
9.2,British Airways customer review,Solo Leisure,Economy Class,Dec,5.0,5.0,5.0,Boeing 777,5.0,London,Mumbai
3.0,"""I think they had overbooked""",Solo Leisure,Premium Economy,Dec,2.0,4.0,2.0,Boeing 767,3.0,Athens,London
3.4,"""gave us some First Class goodies""",Family Leisure,Economy Class,Dec,1.0,3.0,2.0,Boeing 777,2.0,Heathrow,Singapore
6.5,"""most uncomfortable plane""",Solo Leisure,Economy Class,Dec,1.0,3.0,5.0,A320,4.0,Gatwick,Tenerife
1.1,"""a total disappointment""",Couple Leisure,Business Class,Nov,1.0,1.0,2.0,A380,1.0,Johannesburg,London
0.3,"""last time flying with BA""",Solo Leisure,Economy Class,Dec,1.0,4.0,5.0,Boeing 787,3.0,London,Kuala Lumpur
4.0,"""I don't like pasta""",Solo Leisure,Economy Class,Dec,2.0,2.0,1.0,Boeing 747,1.0,Los Angeles,Heathrow
5.6,"""so much BA could do to improve""",Couple Leisure,First Class,Dec,2.0,5.0,3.0,Boeing 777-200,2.0,Gatwick,Barbados
9.0,"""Fantastic first class service""",Solo Leisure,First Class,Dec,5.0,5.0,5.0,Boeing 787-9,5.0,Moscow,London
4.6,"""I felt like a nuisance""",Solo Leisure,Economy Class,Dec,3.0,2.0,3.0,Boeing 787-8,3.0,Johannesburg,London
1.8,"""Poor cabin staff attitude""",Couple Leisure,Business Class,Dec,1.0,1.0,2.0,Boeing 777,2.0,Bridgetown,Gatwick
7.8,"""crew were very friendly""",Couple Leisure,Economy Class,Dec,4.0,5.0,4.0,A319,5.0,Glasgow,London
1.5,"""would not recommend BA""",Business,Business Class,Dec,1.0,1.0,2.0,Boeing 777,1.0,Sydney,Singapore
6.9,"""lacked the wow factor""",Couple Leisure,First Class,Dec,4.0,3.0,3.0,A380,3.0,Johannesburg,London
1.3,"""worst business class""",Business,Business Class,Dec,2.0,1.0,3.0,Boeing 777,1.0,Antigua,Gatwick
0.2,"""First class was third rate""",Couple Leisure,First Class,Dec,2.0,2.0,1.0,Boeing 777,2.0,Gatwick,Barbados
1.3,"""unimpressive amenities and service""",Couple Leisure,Business Class,Nov,2.0,1.0,3.0,Boeing 747-400,1.0,Cape Town,London
10.0,"""wonderful cabin crew""",Business,Economy Class,Dec,4.0,5.0,5.0,A321 Neo,4.0,Kuala Lumpur,London
0.4,"""I didn't like either choice""",Family Leisure,Economy Class,Dec,1.0,1.0,3.0,Boeing 747-400,1.0,Miami,London
9.1,"""a very enjoyable flight""
",Solo Leisure,Premium Economy,Nov,5.0,5.0,5.0,Boeing 747-400,5.0,Gatwick,Tampa
7.8,"""a very enjoyable flight""",Family Leisure,Economy Class,Dec,3.0,4.0,4.0,Boeing 787-9,4.0,Gatwick,Las Vegas
